"surface_runoff","drain","tot_runoff","tot_inflow","high_intensity_runoff","tot_outflow_ft3","sat_outflow_ft3","n_intense_outflow","n_sat_outflow","n_events","city","rain","soil","ratio","frac_high_intensity","frac_intense_events","frac_sat","frac_sat_events","frac_outflow_tot","Fall_sat","Spring_sat","Summer_sat","Winter_sat","Fall_intense","Spring_intense","Summer_intense","Winter_intense","delta_mean","delta_med","dur_mean","dur_med","int_mean","int_med","tot_precip"
19397.41285,19312.8161666667,38710.2290166667,72837.2011333333,12331.3235166667,3701726.57101362,0,13,0,106,"Tampa","Norm","high",0.1,0.318554651571744,0.122641509433962,0,0,0.531462335377289,0,0,0,0,209.1129,1410.5056,7782.40761666667,2929.2974,75.8666666666667,32,3.73584905660377,2.5,0.135414012738854,0.05,42.52
11159.0760666667,16031.0399166667,27190.1159833333,56963.5856333333,6206.4565,2601915.25613871,0,11,0,101,"Tampa","Dry","high",0.1,0.228261494132808,0.108910891089109,0,0,0.477324516724637,0,0,0,0,2679.19508333333,0,2153.59566666667,1373.66575,83.11,42.5,4.07920792079208,2,0.1048,0.04,34.06
67297.8958666667,3949.70275,71247.5986166667,101114.24075,55943.5005,6809642.70225602,1920280.22038721,25,15,105,"Tampa","Wet","med",0.1,0.785198400875133,0.238095238095238,0.281994269648101,0.142857142857143,0.704624769846444,28064.041021115,0,1892216.17936609,0,14832.2090333333,4215.11488333333,27792.3967166667,9103.77986666667,77.2692307692308,25.5,5.34285714285714,3,0.128218262806236,0.05,57.57
38370.1039,1698.2005,40068.3044,72837.2011333333,36836.0580333333,3830765.61844092,682225.154220445,36,10,106,"Tampa","Norm","med",0.1,0.9193315910152,0.339622641509434,0.178091071647997,0.0943396226415094,0.55010768915533,125.358591215,0,682099.79562923,0,4270.46061666667,5893.28433333333,18999.0156166667,7673.29746666667,75.8666666666667,32,3.73584905660377,2.5,0.135414012738854,0.05,42.52
25158.7165333333,2591.99533333333,27750.7118666667,56963.5856333333,20936.5576833333,2656073.79913838,274436.083232575,28,6,101,"Tampa","Dry","med",0.1,0.7544511933217,0.277227722772277,0.103323967625298,0.0594059405940594,0.487165819323491,28408.360410705,0,246027.72282187,0,8909.05041666667,617.958583333333,8422.16823333333,2987.38045,83.11,42.5,4.07920792079208,2,0.1048,0.04,34.06
77006.8732833333,7.89443333333333,77014.7677166667,101114.24075,64835.7604833333,7360915.56765059,1940211.56003609,36,27,105,"Tampa","Wet","low",0.1,0.841861404060332,0.342857142857143,0.263582911963132,0.257142857142857,0.761660940589782,43792.94986308,0,1848638.80561981,47779.804553195,16719.3047833333,4819.96533333333,32552.3781,10744.1122666667,77.2692307692308,25.5,5.34285714285714,3,0.128218262806236,0.05,57.57
46080.57545,0,46080.57545,72837.2013666667,44718.8269833333,4405554.44586653,1865772.5314822,42,18,106,"Tampa","Norm","low",0.1,0.970448535996599,0.39622641509434,0.42350459049093,0.169811320754717,0.632651647583599,13492.45505542,97287.178214435,1683814.80076854,71178.097443805,5649.84493333333,7208.33046666667,23200.1934666667,8660.45811666667,75.8666666666667,32,3.73584905660377,2.5,0.135414012738854,0.05,42.52
32772.9919,5.70448333333333,32778.6963833333,56963.5856333333,25316.8863333333,3135584.44123293,1394968.15134683,36,20,101,"Tampa","Dry","low",0.1,0.772357937523286,0.356435643564356,0.444882980347459,0.198019801980198,0.575432463018133,357689.121361,0,1037279.02998583,0,11473.9212166667,880.5235,9253.2745,3709.16711666667,83.11,42.5,4.07920792079208,2,0.1048,0.04,34.06
11405.71105,24055.3315,35461.04255,74673.4523,3322.9832,3393295.071755,0,8,0,135,"Columbus","Wet","high",0.1,0.0937079950572406,0.0592592592592593,0,0,0.47488152024277,0,0,0,0,126.9447,218.289383333333,2977.74911666667,0,59.1716417910448,34,6.25185185185185,4,0.0685540334855403,0.03,45.04
5707.40036666667,16903.2223666667,22610.6227333333,62052.6583,4313.95133333333,2165457.53389433,0,5,0,139,"Columbus","Norm","high",0.1,0.190793123400956,0.0359712230215827,0,0,0.3643779872253,0,0,0,0,0,236.0227,3914.07758333333,163.85105,56.5507246376812,38,6.53956834532374,3,0.0526147426981919,0.02,37.83
5404.50813333333,10154.5219,15559.0300333333,52577.7764833333,4517.54003333333,1490647.42096204,0,6,0,131,"Columbus","Dry","high",0.1,0.290348435837906,0.0458015267175573,0,0,0.295924078080126,0,0,0,0,1654.49133333333,1380.6117,1482.437,0,61.2153846153846,47.5,5.91603053435114,3,0.056254295532646,0.02,32.74
33738.96565,1639.37176666667,35378.3374166667,74673.4526333333,31339.8359,3383390.33897893,571262.761890535,35,7,135,"Columbus","Wet","med",0.1,0.885848182487961,0.259259259259259,0.168843291685622,0.0518518518518519,0.473773960745913,0,87773.649137185,357963.90831234,125525.20444101,4523.25183333333,4890.11251666667,19198.3411,2728.13045,59.1716417910448,34,6.25185185185185,4,0.0685540334855403,0.03,45.04
20378.4024333333,1249.04453333333,21627.4469666667,62052.6652166667,18433.4043166667,2070912.7808842,73117.634385125,26,7,139,"Columbus","Norm","med",0.1,0.852315316970939,0.18705035971223,0.035306959839181,0.0503597122302158,0.348533731647964,58747.71043889,691.504381645001,13404.331830505,274.087734085,2594.8797,4372.4716,7672.09741666667,3793.9556,56.5507246376812,38,6.53956834532374,3,0.0526147426981919,0.02,37.83
16673.4127166667,602.46955,17275.8822666667,52577.7790666667,16018.3891,1653582.02464361,112546.217023185,30,4,131,"Columbus","Dry","med",0.1,0.927211059484182,0.229007633587786,0.0680620709138643,0.0305343511450382,0.328577634379754,0,112295.24080214,0,250.976221045,3271.5113,5013.60141666667,3885.66983333333,3847.60655,61.2153846153846,47.5,5.91603053435114,3,0.056254295532646,0.02,32.74
43529.3387333333,3.1398,43532.4785333333,74673.4533166667,40925.8403166667,4163339.53877567,1627170.57985763,43,21,135,"Columbus","Wet","low",0.1,0.940121989271281,0.318518518518519,0.390833023514612,0.155555555555556,0.582971278276441,184811.00034078,179993.651866875,833919.23731083,428446.69033914,6020.69323333333,7177.96713333333,22902.5603833333,4824.61956666667,59.1716417910448,34,6.25185185185185,4,0.0685540334855403,0.03,45.04
29520.94015,3.2247,29524.16485,62052.6659,25824.06095,2824060.19852225,1232773.37598024,37,22,139,"Columbus","Norm","low",0.1,0.87467540847307,0.266187050359712,0.436525176278225,0.158273381294964,0.475792045704841,318334.085369465,338117.051800605,512806.32582003,63515.912990145,4368.94973333333,6607.37258333333,9497.31708333333,5350.42155,56.5507246376812,38,6.53956834532374,3,0.0526147426981919,0.02,37.83
23361.8581833333,1.41673333333333,23363.2749166667,52577.7798,23278.7790333333,2237122.53543372,634537.83460518,37,15,131,"Columbus","Dry","low",0.1,0.996383388731472,0.282442748091603,0.283640178199787,0.114503816793893,0.44435643736837,21085.509856235,300795.24539053,0,312657.079358415,4005.64013333333,8502.64363333333,5278.71745,5491.77781666667,61.2153846153846,47.5,5.91603053435114,3,0.056254295532646,0.02,32.74
69.2616166666667,490.6284,559.890016666667,19214.4008833333,69.2616166666667,53613.84305926,0,1,0,94,"Elko","Wet","high",0.1,0.123705753996149,0.0106382978723404,0,0,0.0291390827154188,0,0,0,0,0,0,69.2616166666667,0,89.5161290322581,28,5.26595744680851,3,0.0342105263157895,0.02,13.65
0,1174.63861666667,1174.63861666667,14417.1820333333,0,112680.21567264,0,0,0,75,"Elko","Norm","high",0.1,0,0,0,0,0.0814749105581685,0,0,0,0,0,0,0,0,113.27027027027,64.5,4.96,3,0.0354421768707483,0.02,10.42
0,149.966366666667,149.966366666667,7397.67536666667,0,14482.80345534,0,0,0,47,"Elko","Dry","high",0.1,0,0,0,0,0.02027209349337,0,0,0,0,0,0,0,0,136.195652173913,34,4.63829787234043,2,0.0328571428571429,0.02,5.52
1523.28176666667,0.350016666666666,1523.63178333333,19214.4240666667,1523.2817,145699.68313791,0,4,0,94,"Elko","Wet","med",0.1,0.999770231011742,0.0425531914893617,0,0,0.079296250465115,0,0,0,0,488.2272,632.040916666667,403.013583333333,0,89.5161290322581,28,5.26595744680851,3,0.0342105263157895,0.02,13.65
1467.2648,0,1467.2648,14417.19025,1467.2648,140222.66633826,0,3,0,75,"Elko","Norm","med",0.1,1,0.04,0,0,0.101771896920067,0,0,0,0,0,143.330466666667,1323.93433333333,0,113.27027027027,64.5,4.96,3,0.0354421768707483,0.02,10.42
2.99728333333333,0,2.99728333333333,7397.6753,2.99728333333333,323.089398115,0,3,0,47,"Elko","Dry","med",0.1,1,0.0638297872340425,0,0,0.000405165570504741,0,0,0,0,2.90015,0.0971333333333333,0,0,136.195652173913,34,4.63829787234043,2,0.0328571428571429,0.02,5.52
2592.32311666667,0,2592.32311666667,19214.44935,2592.32291666667,248410.146536255,0,10,0,94,"Elko","Wet","low",0.1,0.999999922849124,0.106382978723404,0,0,0.134915295746774,0,0,0,0,680.89035,1412.48168333333,498.591866666667,0.359016666666667,89.5161290322581,28,5.26595744680851,3,0.0342105263157895,0.02,13.65
2133.71393333333,0,2133.71393333333,14417.1992666667,2133.71393333333,205189.046043025,502.60905585,10,2,75,"Elko","Norm","low",0.1,1,0.133333333333333,0.00244949262907831,0.0266666666666667,0.147997811077398,0,0,502.60905585,0,0,366.737083333333,1668.17225,98.8046,113.27027027027,64.5,4.96,3,0.0354421768707483,0.02,10.42
686.942333333333,0,686.942333333333,7397.67541666667,686.942333333333,66227.01162902,0,6,0,47,"Elko","Dry","low",0.1,1,0.127659574468085,0,0,0.0928592151780112,0,0,0,0,462.0693,224.873033333333,0,0,136.195652173913,34,4.63829787234043,2,0.0328571428571429,0.02,5.52
4931.15213333333,17479.7563833333,22410.9085166667,36896.4974333333,2686.23003333333,2142267.16284081,144483.53495488,5,1,35,"Los_Angeles","Wet","high",0.1,0.119862612055001,0.142857142857143,0.0674442186581827,0.0285714285714286,0.60739934887207,0,0,0,144483.53495488,7.03791666666667,0.269633333333333,0,2678.92248333333,244.911764705882,44,9.08571428571429,6,0.0847131147540984,0.04,20.67
1263.42383333333,7483.09121666667,8746.51505,18730.92185,577.877083333333,836863.657062565,0,2,0,31,"Los_Angeles","Norm","high",0.1,0.0660694093624561,0.0645161290322581,0,0,0.466955930949015,0,0,0,0,0,577.877083333333,0,0,223.3,39,7.64516129032258,4,0.0614525139664804,0.03,11
267.024083333333,1578.01818333333,1845.04226666667,7627.84371666667,267.024083333333,176782.48495556,0,1,0,28,"Los_Angeles","Dry","high",0.1,0.144725184976792,0.0357142857142857,0,0,0.241882547047377,0,0,0,0,0,0,0,267.024083333333,315.777777777778,140,5.10714285714286,4,0.0457272727272727,0.02,5.03
19197.3874333333,3072.56248333333,22269.9499166667,36896.4974333333,13602.2873,2128437.74462709,834568.76654745,12,10,35,"Los_Angeles","Wet","med",0.1,0.610791104196429,0.342857142857143,0.392103912202359,0.285714285714286,0.60357896997961,0,0,0,834568.76654745,474.895533333333,1295.33231666667,414.248,11417.81145,244.911764705882,44,9.08571428571429,6,0.0847131147540984,0.04,20.67
7111.07403333333,1498.40746666667,8609.4815,18730.9219333333,4715.63638333333,823917.87570983,6185.65365902,9,3,31,"Los_Angeles","Norm","med",0.1,0.547725944162065,0.290322580645161,0.00750760948558237,0.0967741935483871,0.459640028966148,0,5886.22668392,0,299.4269751,216.833083333333,4081.35381666667,0,417.449483333333,223.3,39,7.64516129032258,4,0.0614525139664804,0.03,11
1866.36436666667,0,1866.36436666667,7627.8437,1866.36435,178263.38031337,0,3,0,28,"Los_Angeles","Dry","med",0.1,0.999999991069982,0.107142857142857,0,0,0.244677846068957,0,0,0,0,748.29565,0,0,1118.0687,315.777777777778,140,5.10714285714286,4,0.0457272727272727,0.02,5.03
24787.4661833333,5.14231666666667,24792.6085,36896.4974333333,17139.5563166667,2370422.88255586,1024303.04196379,14,10,35,"Los_Angeles","Wet","low",0.1,0.691317184985463,0.4,0.432118272862503,0.285714285714286,0.671950191066149,0,34208.41239926,0,990094.629564535,547.36215,1741.63935,555.081833333333,14295.4729833333,244.911764705882,44,9.08571428571429,6,0.0847131147540984,0.04,20.67
10270.5055666667,5.08251666666666,10275.5880833333,18730.9219333333,7713.09411666667,982448.45980875,522276.523322895,12,9,31,"Los_Angeles","Norm","low",0.1,0.750623132624113,0.387096774193548,0.531607045752369,0.290322580645161,0.5485895526075,0,97585.10269321,0,424691.420629685,403.48865,3950.89326666667,0,3358.7122,223.3,39,7.64516129032258,4,0.0614525139664804,0.03,11
2678.77573333333,0,2678.77573333333,7627.84371666667,2678.77556666667,256329.639654,13433.3840146,8,1,28,"Los_Angeles","Dry","low",0.1,0.999999937782523,0.285714285714286,0.0524066745957772,0.0357142857142857,0.351183877493487,0,0,0,13433.3840146,1196.44116666667,0,0,1482.3344,315.777777777778,140,5.10714285714286,4,0.0457272727272727,0.02,5.03
4811.21798333333,7698.63135,12509.8493333333,32155.5868166667,4811.21798333333,1197527.65435385,0,6,0,93,"Colorado_Springs","Wet","high",0.1,0.38459439879212,0.0645161290322581,0,0,0.389041238919307,0,0,0,0,0,0,4811.21798333333,0,88.6304347826087,43.5,4.75268817204301,2,0.05633608815427,0.02,20.45
1271.08678333333,2628.81413333333,3899.90091666667,22186.35135,1266.4289,374306.616499365,0,5,0,107,"Colorado_Springs","Norm","high",0.1,0.324733609150882,0.0467289719626168,0,0,0.175779282277826,0,0,0,0,0,0.15385,1266.27505,0,77.311320754717,28,3.73831775700935,2,0.0522789115646259,0.02,15.37
1019.0608,437.006283333333,1456.06708333333,16507.6967,1019.0608,140379.202452555,0,3,0,88,"Colorado_Springs","Dry","high",0.1,0.699872149892361,0.0340909090909091,0,0,0.0882053450457043,0,0,0,0,0,0,1019.0608,0,92.7356321839081,53,4.09090909090909,2,0.0429710144927536,0.02,11.86
12330.78785,119.672833333333,12450.4606833333,32155.5868,12330.1805833333,1192064.23825852,14530.226681025,13,3,93,"Colorado_Springs","Wet","med",0.1,0.990339305262735,0.139784946236559,0.012189130597737,0.032258064516129,0.387194323672965,0,0,14530.226681025,0,0,305.036366666667,12025.1442166667,0,88.6304347826087,43.5,4.75268817204301,2,0.05633608815427,0.02,20.45
4132.75411666667,126.295616666667,4259.04973333333,22186.3489166667,4132.75396666667,408522.07710446,21558.870622685,18,1,107,"Colorado_Springs","Norm","med",0.1,0.970346491688459,0.168224299065421,0.0527728410065152,0.00934579439252336,0.191967130298482,0,21558.870622685,0,0,487.351533333333,537.814016666667,3107.58841666667,0,77.311320754717,28,3.73831775700935,2,0.0522789115646259,0.02,15.37
2410.42765,0,2410.42765,16507.6963833333,2410.42765,230977.222549095,0,8,0,88,"Colorado_Springs","Dry","med",0.1,1,0.0909090909090909,0,0,0.146018414321797,0,0,0,0,0,74.2226833333333,2336.20496666667,0,92.7356321839081,53,4.09090909090909,2,0.0429710144927536,0.02,11.86
15485.5095666667,0,15485.5095666667,32155.58745,15362.9078166667,1482196.33291598,542693.98576371,20,9,93,"Colorado_Springs","Wet","low",0.1,0.992082808158673,0.21505376344086,0.366141767937078,0.0967741935483871,0.481580676787376,0,550.6342523,542143.35151141,0,0,657.18745,14705.7203666667,0,88.6304347826087,43.5,4.75268817204301,2,0.05633608815427,0.02,20.45
7106.26988333333,0,7106.26988333333,22186.3488333333,7106.26988333333,680057.6338193,229155.68267636,22,5,107,"Colorado_Springs","Norm","low",0.1,1,0.205607476635514,0.336965091310554,0.0467289719626168,0.320299204556664,0,39015.144961155,190140.537715205,0,651.249316666667,1772.2017,4682.81886666667,0,77.311320754717,28,3.73831775700935,2,0.0522789115646259,0.02,15.37
4208.9913,0,4208.9913,16507.6966666667,4208.9913,404304.60141467,10107.158515465,13,1,88,"Colorado_Springs","Dry","low",0.1,1,0.147727272727273,0.0249988708515803,0.0113636363636364,0.25497144665246,0,0,10107.158515465,0,0,359.726783333333,3799.70741666667,49.5571,92.7356321839081,53,4.09090909090909,2,0.0429710144927536,0.02,11.86
