"vol.x","vol_high","HPC","HPD","no_flow","RBI","RBI_daily","soil","rain","ratio","HPC_red","HPD_red","RBI_red","baseline_vol","vol.y","precip","city","vol_red"
-6.91696816156815,9.14054095376601,30,288.75,237.520833333333,0.159637364293707,0.959284891610601,"high","Dry",0.1,42.3076923076923,-18.0981595092025,17.7603539451965,23.836,18.555,45.34,"New_Orleans",22.1555630139285
-6.32819665901118,9.58243108590951,48,408.5,161.53125,0.116051107950615,0.956177109317566,"high","Norm",0.1,43.5294117647059,-10.1078167115903,17.6972068066095,31.887,24.75,60.69,"New_Orleans",22.3821620095964
-4.4762012270396,4.40121465580832,52,550.25,175.96875,0.15638908712511,1.07655330249095,"high","Wet",0.1,38.8235294117647,-17.1367748802555,11.4191714957974,47.804,40.207,78.55,"New_Orleans",15.8919755668982
-5.49379889234675,9.7769839565571,33,197.75,240.302083333333,0.174697437494508,1.01107463354842,"med","Dry",0.1,36.5384615384615,19.120654396728,13.3204111466765,23.836,21.029,45.34,"New_Orleans",11.776304749119
-6.06134777879696,10.5850601532868,48,285.25,164.770833333333,0.129083497758912,1.00627413225564,"med","Norm",0.1,43.5294117647059,23.1132075471698,13.385113494295,31.887,27.835,60.69,"New_Orleans",12.7073729105905
-4.36709819015696,5.27856696545614,52,431.75,178.40625,0.169476552397715,1.11236940239075,"med","Wet",0.1,38.8235294117647,8.08940926024481,8.47215549986628,47.804,43.571,78.55,"New_Orleans",8.85490753911807
-6.3950188949818,6.20948414741869,37,211.5,244.072916666667,0.176956509333273,1.03047091112616,"low","Dry",0.1,28.8461538461538,13.4969325153374,11.6575651905638,23.836,21.755,45.34,"New_Orleans",8.73049169323712
-6.85456072352732,6.42786876199862,58,311.25,170.854166666667,0.132936848659193,1.03566452949943,"low","Norm",0.1,31.7647058823529,16.1051212938005,10.8553397079783,31.887,29.075,60.69,"New_Orleans",8.81864082541475
-5.02765506307075,2.97403588453562,65,424.75,182.770833333333,0.173479483567288,1.13222242678533,"low","Wet",0.1,23.5294117647059,9.57956359765833,6.83861135010844,47.804,45.004,78.55,"New_Orleans",5.85725043929379
-9.66010346973999,19.4511727253416,39,397,187.739583333333,0.0935607542470036,0.739914462151746,"high","Dry",0.1,53.0120481927711,-6.00801068090788,26.8543706385301,13.857,8.308,38.58,"Atlanta",40.0447427293065
-8.39569517979499,11.8891507788855,45,568,174.21875,0.118601970696714,0.856158533577775,"high","Norm",0.1,41.5584415584416,-11.701081612586,19.4544224022142,20.281,13.707,48.05,"Atlanta",32.4145752181845
-6.27594474502119,4.66782031818064,56,913,153.708333333333,0.096168868401195,0.798332214293461,"high","Wet",0.1,37.0786516853933,-19.1128506196999,18.591575233139,27.29,19.387,60.02,"Atlanta",28.9593257603518
-9.0052516550122,20.1447095562117,46,296.5,192.302083333333,0.109335961923839,0.784480552305282,"med","Dry",0.1,44.578313253012,20.8277703604806,22.4487063635265,13.857,10.224,38.58,"Atlanta",26.2177960597532
-7.41351627640532,13.9576297118622,47,438.5,176.020833333333,0.134328153401674,0.880525510641587,"med","Norm",0.1,38.961038961039,13.7659783677483,17.1620289202325,20.281,16.338,48.05,"Atlanta",19.4418421182387
-5.9565991019107,6.09293395328381,54,808.5,154.541666666667,0.111314572720027,0.826234684085236,"med","Wet",0.1,39.3258426966292,-5.47945205479452,15.7462733999121,27.29,22.779,60.02,"Atlanta",16.5298644192012
-10.8301514960414,13.9902340434543,50,306.5,197.21875,0.113954918669969,0.821462565368415,"low","Dry",0.1,39.7590361445783,18.1575433911883,18.7927802275643,13.857,11.121,38.58,"Atlanta",19.7445334487984
-7.97669104299511,8.9064191998149,49,442.5,183.375,0.139078095054638,0.917838890031011,"low","Norm",0.1,36.3636363636364,12.9793510324484,13.6516653868724,20.281,17.555,48.05,"Atlanta",13.4411518169715
-6.47761025733852,3.79610098001714,58,767.5,160.135416666667,0.116085605060521,0.860823758419708,"low","Wet",0.1,34.8314606741573,-0.130463144161774,12.2191176553512,27.29,24.328,60.02,"Atlanta",10.8537925980213
-4.97181027530967,27.6181251256226,31,421.75,211.041666666667,0.0189422205195694,0.474489448154805,"high","Dry",0.1,60.2564102564103,12.6359399274987,31.210512364391,6.351,2.124,28.22,"Seattle",66.5564478034955
-4.31017181850715,12.8911847201781,28,818.75,189.416666666667,0.0250173928939541,0.564543903403488,"high","Norm",0.1,64.1025641025641,6.21420389461627,22.7192421094614,10.256,4.839,36.48,"Seattle",52.8178627145086
-2.70185983327387,5.33992219154395,50,1121,186.041666666667,0.0325473873380586,0.653111169736192,"high","Wet",0.1,53.2710280373832,-5.7048561999057,15.705565675422,14.954,8.435,44.7,"Seattle",43.5936873077437
-5.55007013868068,30.8030634938764,33,371.25,209.760416666667,0.0252716067066318,0.481788131586101,"med","Dry",0.1,57.6923076923077,23.0968410150181,30.1523798904112,6.351,3.084,28.22,"Seattle",51.4407179971658
-3.86596614335967,13.0086579393549,31,805,190.072916666667,0.0306733063615962,0.578134198629462,"med","Norm",0.1,60.2564102564103,7.78923253150057,20.8588583400368,10.256,6.333,36.48,"Seattle",38.2507800312012
-2.91559396500908,5.82974055622588,47,1123.25,185.645833333333,0.0387085975614452,0.641915199270623,"med","Wet",0.1,56.0747663551402,-5.91702027345592,17.1505845953878,14.954,10.501,44.7,"Seattle",29.7779858231911
-6.5814875438731,25.8679372436762,40,341.75,211.072916666667,0.0308606136217299,0.538655109820845,"low","Dry",0.1,48.7179487179487,29.207664422579,21.9080441915548,6.351,3.921,28.22,"Seattle",38.2616910722721
-4.89376499807123,11.0554145774774,37,777.5,192.71875,0.0378547154208239,0.621343636117788,"low","Norm",0.1,52.5641025641026,10.9392898052692,14.943892193046,10.256,7.661,36.48,"Seattle",25.3022620904836
-2.84450345704697,8.11202738469611,62,975.5,187.75,0.044711259808605,0.684908633854857,"low","Wet",0.1,42.0560747663551,8.01508722300802,11.6015947512658,14.954,12.183,44.7,"Seattle",18.5301591547412
-11.4944439920271,12.6327464580689,26,449.25,263.677083333333,0.0926024767072299,0.767309540694209,"high","Dry",0.1,52.7272727272727,-8.90909090909091,26.3336513776864,9.294,5.706,26.61,"Des_Moines",38.6055519690123
-7.66243724543122,6.67915807170724,31,756,231.1875,0.0693891589876208,0.804125400347133,"high","Norm",0.1,47.4576271186441,-19.9048374306106,20.6499111141349,11.643,7.213,31.73,"Des_Moines",38.0486129004552
-6.95649676313029,4.70288141809833,34,1108.5,188.541666666667,0.0775453139828067,0.780976349560786,"high","Wet",0.1,47.6923076923077,-9.40044411547002,16.4480556347543,16.251,10.058,43.93,"Des_Moines",38.1084240969787
-9.69083952288816,14.2093781042271,22,376,267.635416666667,0.108420205866684,0.826002440653664,"med","Dry",0.1,60,8.84848484848485,20.6987786167456,9.294,6.945,26.61,"Des_Moines",25.2743705616527
-7.4030675553278,6.93754693606982,36,711.75,232.864583333333,0.0819300031081309,0.832915198277081,"med","Norm",0.1,38.9830508474576,-12.8865979381443,17.8089698582546,11.643,8.715,31.73,"Des_Moines",25.1481576913167
-7.52825818977016,5.64067089738161,35,1065.75,186.197916666667,0.0924296596706206,0.782703403514756,"med","Wet",0.1,46.1538461538462,-5.18134715025907,16.2632885595939,16.251,12.438,43.93,"Des_Moines",23.4631714971386
-12.0756912203232,8.98432944419935,24,387.25,269.302083333333,0.113126692814138,0.862297727949284,"low","Dry",0.1,56.3636363636364,6.12121212121212,17.2142118995806,9.294,7.505,26.61,"Des_Moines",19.2489778351625
-9.21943632598326,5.0970877725915,37,680.25,235,0.0868496371660936,0.862675177593875,"low","Norm",0.1,37.2881355932203,-7.89056304520222,14.8722923164064,11.643,9.445,31.73,"Des_Moines",18.8782959718286
-8.68735321119846,3.0721568188046,37,1057.75,191.020833333333,0.0970719687152335,0.809844880553756,"low","Wet",0.1,43.0769230769231,-4.39180853688626,13.3595858023612,16.251,13.515,43.93,"Des_Moines",16.8358870223371
-9.00398381485485,14.0753625172913,43,311,246.760416666667,0.132491456171701,0.846184633561755,"high","Dry",0.1,32.8125,-14.760147601476,22.393348843409,13.442,9.01,34.06,"Tampa",32.9712840351138
-8.25488183646138,9.73266162332621,49,375,226.40625,0.159770292698532,0.976048306832815,"high","Norm",0.1,25.7575757575758,-32.7433628318584,20.694829421485,20.768,15.5,42.52,"Tampa",25.3659476117103
-4.39446557803596,2.39403973656339,35,653,237.822916666667,0.162314161888954,1.00963478812076,"high","Wet",0.1,43.5483870967742,-24.3217515468824,10.5270378900908,32.849,26.682,57.57,"Tampa",18.7737830679777
-8.55134783938675,15.6652617132751,39,229,248.354166666667,0.149066788391316,0.879764548219624,"med","Dry",0.1,39.0625,15.4981549815498,19.3136135003645,13.442,10.513,34.06,"Tampa",21.7899122154441
-7.73422666617484,12.1482432921226,44,244.75,228.895833333333,0.177224009479107,1.03421361422835,"med","Norm",0.1,33.3333333333333,13.3628318584071,15.9688239641091,20.768,17.536,42.52,"Tampa",15.5624036979969
-3.74374250908809,2.92283301003787,36,569.25,239.020833333333,0.175005672368822,1.032788629116,"med","Wet",0.1,41.9354838709677,-8.37696335078534,8.47516451722279,32.849,29.768,57.57,"Tampa",9.37928095223598
-8.93367862613476,10.4357904091548,45,234.25,252.34375,0.156725579309621,0.919693632452779,"low","Dry",0.1,29.6875,13.5608856088561,15.6515728674103,13.442,11.332,34.06,"Tampa",15.6970688885582
-9.03735952377369,7.96179322714232,46,255,232.208333333333,0.181442417757813,1.06281819742221,"low","Norm",0.1,30.3030303030303,9.73451327433628,13.6446650739847,20.768,18.364,42.52,"Tampa",11.575500770416
-4.02190886285825,1.97166439420385,36,529,243.354166666667,0.178684138198997,1.05397740130909,"low","Wet",0.1,41.9354838709677,-0.713945740123751,6.59743384283039,32.849,30.81,57.57,"Tampa",6.20719047764011
-10.1743606442476,22.2840628844388,40,431.75,200.458333333333,0.0711441142751737,0.69647251613141,"high","Dry",0.1,44.4444444444444,1.98637911464245,28.5809823467539,10.369,5.8,32.74,"Columbus",44.0640370334651
-7.47196292985828,15.2374613940541,48,679.75,171.260416666667,0.055738297490326,0.628715331820421,"high","Norm",0.1,51.5151515151515,-1.94975628046494,29.1444841399745,12.097,6.645,37.83,"Columbus",45.0690253781929
-7.8013758652082,6.24431024341108,44,859,171.854166666667,0.104802871758771,0.822588232746981,"high","Wet",0.1,46.9879518072289,-19.3469954845432,22.0788494289096,17.685,11.543,45.04,"Columbus",34.7299971727453
-8.81223751884969,22.9097903671379,40,354.5,205.427083333333,0.085701328285349,0.731330362078087,"med","Dry",0.1,44.4444444444444,19.5232690124858,25.0065223969946,10.369,7.011,32.74,"Columbus",32.3849937313145
-7.81868415176662,19.9965795577062,46,551.25,170.625,0.0676573847973408,0.670337598978154,"med","Norm",0.1,53.5353535353535,17.3228346456693,24.4537011075555,12.097,8.221,37.83,"Columbus",32.0410019012978
-7.99799264835869,8.55865688381622,43,743.5,173.145833333333,0.121854638226555,0.863992867883192,"med","Wet",0.1,48.1927710843374,-3.29975686002084,18.1567208591686,17.685,13.94,45.04,"Columbus",21.1761379700311
-10.827295857615,16.8254455959824,40,363,209.177083333333,0.0902883032368981,0.769738500804791,"low","Dry",0.1,44.4444444444444,17.5936435868331,21.0680015304609,10.369,7.731,32.74,"Columbus",25.4412190182274
-8.67583287705257,13.7092515003249,52,568,173.145833333333,0.0739311502459014,0.7210120328981,"low","Norm",0.1,47.4747474747475,14.8106486689164,18.7427489888657,12.097,9.202,37.83,"Columbus",23.9315532776721
-8.51949351482776,5.62557622813874,50,715.5,179.208333333333,0.126330976174119,0.904714762592146,"low","Wet",0.1,39.7590361445783,0.590482806530045,14.2992661049714,17.685,14.992,45.04,"Columbus",15.2275940062199
32.2733841531248,50.7348760332454,10,200.75,358.760416666667,0.0261100144628651,0.569083032773045,"high","Dry",0.1,58.3333333333333,13.1891891891892,45.8911676600041,0.814,0.119,5.52,"Elko",85.3808353808354
3.82265394762765,7.2568659950107,16,830,335.6875,0.0346272634796441,0.717587641229904,"high","Norm",0.1,66.6666666666667,-17.3559561682573,33.6674995929994,1.886,0.519,10.42,"Elko",72.4814422057264
5.59782643724382,9.35199343590106,30,1485.5,311.59375,0.0158826354470776,0.426925075624999,"high","Wet",0.1,46.4285714285714,-12.9657794676806,41.3769818479131,2.187,0.378,13.56,"Elko",82.716049382716
35.1333628697364,52.7420222187465,9,189.75,358.947916666667,0.0268510990781534,0.587781741335557,"med","Dry",0.1,62.5,17.9459459459459,44.1132807290702,0.814,0.119,5.52,"Elko",85.3808353808354
3.8221902854508,6.67395607473412,16,826,335.65625,0.0451569679686541,0.736202694114938,"med","Norm",0.1,66.6666666666667,-16.7903852951573,31.9467578575976,1.886,0.676,10.42,"Elko",64.1569459172853
6.22654413761789,9.62784999833062,31,1425.75,312.479166666667,0.0241985582998375,0.465842231054496,"med","Wet",0.1,44.6428571428571,-8.42205323193916,36.0330907545378,2.187,0.534,13.56,"Elko",75.5829903978052
28.0603575061709,44.3005711660716,8,194,357.833333333333,0.0365209008174054,0.697719842403683,"low","Dry",0.1,66.6666666666667,16.1081081081081,33.6602854087105,0.814,0.193,5.52,"Elko",76.2899262899263
-0.425054926727907,4.30190748922014,16,812.75,335.864583333333,0.0465362206458683,0.740988345853363,"low","Norm",0.1,66.6666666666667,-14.9169317780134,31.5043808883639,1.886,0.749,10.42,"Elko",60.2863202545069
3.38167943335488,8.99376209665819,29,1394.5,312.645833333333,0.0267941224827147,0.499556822380829,"low","Wet",0.1,48.2142857142857,-6.04562737642586,31.4035873307335,2.187,0.649,13.56,"Elko",70.3246456332876
18.2971583192637,63.5672608657575,5,19.75,353.770833333333,0.0569197585255954,0.823296242091808,"high","Dry",0.1,54.5454545454545,55.3672316384181,31.7599916126027,1.052,0.349,5.03,"Los_Angeles",66.8250950570342
-1.58022674651389,6.15484326091519,10,345,318.625,0.0706189426617911,0.701332785972232,"high","Norm",0.1,56.5217391304348,-16.4556962025316,23.1782129871613,3.608,1.9,11,"Los_Angeles",47.3392461197339
0.114780246445708,3.68236760367273,13,702.5,302.572916666667,0.0823796268735357,0.588423154261406,"high","Wet",0.1,23.5294117647059,-9.04152114862243,16.723929949441,8.014,4.88,20.67,"Los_Angeles",39.1065635138508
20.625904987495,51.9323889060557,4,14.75,355.520833333333,0.0926601161934396,0.994881891722003,"med","Dry",0.1,63.6363636363636,66.6666666666667,17.5378859217379,1.052,0.52,5.03,"Los_Angeles",50.5703422053232
-1.59900959342723,7.72488125167405,12,327,318.770833333333,0.0862608074335756,0.741227078839323,"med","Norm",0.1,47.8260869565217,-10.379746835443,18.8083176522171,3.608,2.527,11,"Los_Angeles",29.9611973392461
-0.472822765905801,4.10429186816255,13,691.5,302,0.100740630942275,0.609828906398269,"med","Wet",0.1,23.5294117647059,-7.33410942956927,13.6944996805526,8.014,6.41,20.67,"Los_Angeles",20.0149737958572
16.7175612184627,39.9350508651802,6,23.25,355.614583333333,0.101888389019938,1.02927375764645,"low","Dry",0.1,45.4545454545455,47.4576271186441,14.6872701905407,1.052,0.608,5.03,"Los_Angeles",42.2053231939164
-1.67795053651672,6.56169864476574,13,307.5,319.447916666667,0.0946202878362552,0.789922689468831,"low","Norm",0.1,43.4782608695652,-3.79746835443038,13.4743536581421,3.608,2.867,11,"Los_Angeles",20.5376940133038
-0.477805417867542,3.12177387914973,14,675,303.197916666667,0.106898735156514,0.63533096655238,"low","Wet",0.1,17.6470588235294,-4.77299185098952,10.0853430176183,8.014,7.011,20.67,"Los_Angeles",12.515597704018
-10.9124021525379,20.5356615946935,20,421.75,339.9375,0.116898524119208,0.851328548448174,"high","Dry",0.1,59.1836734693878,-33.0441640378549,39.7225727071223,2.735,1.265,11.86,"Colorado_Springs",53.7477148080439
-22.5533315391975,-4.96225045882058,28,912,317.34375,0.0893233600879561,0.666839281472229,"high","Norm",0.1,39.1304347826087,-71.994342291372,39.4286217649178,3.736,1.741,15.37,"Colorado_Springs",53.3993576017131
-8.91872622343542,-6.81916934794093,23,1423.75,298.53125,0.11820903292362,0.821564835776535,"high","Wet",0.1,57.4074074074074,-47.0436354247353,26.0771774357946,7.076,4.398,20.45,"Colorado_Springs",37.8462408140192
-4.72523127242223,20.4540071116231,21,383,342.34375,0.147630901365298,0.963076625759281,"med","Dry",0.1,57.1428571428571,-20.820189274448,31.8103669934557,2.735,1.415,11.86,"Colorado_Springs",48.2632541133455
-21.3520689536277,-5.39331377695675,24,895,318.802083333333,0.111715282151022,0.722944928659968,"med","Norm",0.1,47.8260869565217,-68.7883074021688,34.3323467383031,3.736,2.05,15.37,"Colorado_Springs",45.1284796573876
-8.3923177320312,-6.40390298999613,22,1389.75,300.90625,0.133084143562519,0.86295799435977,"med","Wet",0.1,59.2592592592593,-43.5321456235476,22.3527007005795,7.076,5.205,20.45,"Colorado_Springs",26.4414923685698
-10.460579184451,12.4504894543607,19,398.75,342.614583333333,0.157113473187377,1.00568727968503,"low","Dry",0.1,61.2244897959184,-25.788643533123,28.7933642175083,2.735,1.609,11.86,"Colorado_Springs",41.1700182815356
-25.8715387839968,-12.6200775384421,24,913,318.416666666667,0.122595355418796,0.759097801738548,"low","Norm",0.1,47.8260869565217,-72.1829325789722,31.0484529870337,3.736,2.368,15.37,"Colorado_Springs",36.6167023554604
-9.42915346809453,-8.72529095319153,23,1372.75,302.166666666667,0.139257765892174,0.895369624588563,"low","Wet",0.1,57.4074074074074,-41.7764007229538,19.4363645989314,7.076,5.545,20.45,"Colorado_Springs",21.6365178066704
